instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total_count,weekend,season_name,hr_label,total,time_cluster
3814,2011-06-12,2,0,6,19,0,0,0,1,0.7,0.6667,0.74,0.1045,67,156,223,1,Summer,19:00,223,Evening Peak
3815,2011-06-12,2,0,6,20,0,0,0,1,0.66,0.6061,0.83,0.1642,62,144,206,1,Summer,20:00,206,Night
3816,2011-06-12,2,0,6,21,0,0,0,1,0.66,0.6061,0.83,0.1045,39,101,140,1,Summer,21:00,140,Night
3817,2011-06-12,2,0,6,22,0,0,0,1,0.64,0.5758,0.83,0.1343,31,97,128,1,Summer,22:00,128,Night
3818,2011-06-12,2,0,6,23,0,0,0,1,0.64,0.5909,0.78,0.194,33,74,107,1,Summer,23:00,107,Night
3819,2011-06-13,2,0,6,0,0,1,1,1,0.64,0.5909,0.78,0.1343,8,20,28,0,Summer,00:00,28,Night
3820,2011-06-13,2,0,6,1,0,1,1,1,0.64,0.6061,0.73,0.2239,6,10,16,0,Summer,01:00,16,Night
3821,2011-06-13,2,0,6,2,0,1,1,1,0.62,0.5909,0.73,0.2836,2,8,10,0,Summer,02:00,10,Night
3822,2011-06-13,2,0,6,3,0,1,1,1,0.6,0.6061,0.6,0.4925,1,6,7,0,Summer,03:00,7,Night
3823,2011-06-13,2,0,6,4,0,1,1,1,0.56,0.5303,0.64,0.2985,1,3,4,0,Summer,04:00,4,Night
3824,2011-06-13,2,0,6,5,0,1,1,1,0.54,0.5152,0.64,0.3881,2,27,29,0,Summer,05:00,29,Night
3825,2011-06-13,2,0,6,6,0,1,1,1,0.54,0.5152,0.64,0.4179,7,98,105,0,Summer,06:00,105,Morning Peak
3826,2011-06-13,2,0,6,7,0,1,1,1,0.56,0.5303,0.56,0.3582,26,302,328,0,Summer,07:00,328,Morning Peak
3827,2011-06-13,2,0,6,8,0,1,1,1,0.58,0.5455,0.49,0.4478,44,432,476,0,Summer,08:00,476,Morning Peak
3828,2011-06-13,2,0,6,9,0,1,1,1,0.62,0.6212,0.46,0.3582,35,189,224,0,Summer,09:00,224,Morning Peak
3829,2011-06-13,2,0,6,10,0,1,1,1,0.64,0.6212,0.41,0.3284,38,80,118,0,Summer,10:00,118,Daytime
3830,2011-06-13,2,0,6,11,0,1,1,1,0.66,0.6212,0.41,0.2985,53,106,159,0,Summer,11:00,159,Daytime
3831,2011-06-13,2,0,6,12,0,1,1,1,0.66,0.6212,0.41,0.2836,35,161,196,0,Summer,12:00,196,Daytime
3832,2011-06-13,2,0,6,13,0,1,1,1,0.7,0.6364,0.37,0.0,53,174,227,0,Summer,13:00,227,Daytime
3833,2011-06-13,2,0,6,14,0,1,1,1,0.7,0.6364,0.34,0.2537,55,145,200,0,Summer,14:00,200,Daytime
3834,2011-06-13,2,0,6,15,0,1,1,1,0.7,0.6364,0.37,0.4478,58,127,185,0,Summer,15:00,185,Daytime
3835,2011-06-13,2,0,6,16,0,1,1,1,0.7,0.6364,0.37,0.4179,64,262,326,0,Summer,16:00,326,Evening Peak
3836,2011-06-13,2,0,6,17,0,1,1,1,0.7,0.6364,0.39,0.3284,72,529,601,0,Summer,17:00,601,Evening Peak
3837,2011-06-13,2,0,6,18,0,1,1,1,0.7,0.6364,0.37,0.3582,76,510,586,0,Summer,18:00,586,Evening Peak
3838,2011-06-13,2,0,6,19,0,1,1,1,0.66,0.6212,0.39,0.2836,75,348,423,0,Summer,19:00,423,Evening Peak
3839,2011-06-13,2,0,6,20,0,1,1,1,0.64,0.6212,0.44,0.2537,78,253,331,0,Summer,20:00,331,Night
3840,2011-06-13,2,0,6,21,0,1,1,1,0.64,0.6212,0.41,0.2537,40,178,218,0,Summer,21:00,218,Night
3841,2011-06-13,2,0,6,22,0,1,1,1,0.62,0.6212,0.46,0.2239,20,114,134,0,Summer,22:00,134,Night
3842,2011-06-13,2,0,6,23,0,1,1,1,0.62,0.6212,0.46,0.194,14,75,89,0,Summer,23:00,89,Night
3843,2011-06-14,2,0,6,0,0,2,1,1,0.6,0.6212,0.49,0.194,13,18,31,0,Summer,00:00,31,Night
3844,2011-06-14,2,0,6,1,0,2,1,1,0.6,0.6212,0.49,0.2537,3,10,13,0,Summer,01:00,13,Night
3845,2011-06-14,2,0,6,2,0,2,1,1,0.6,0.6212,0.49,0.2836,2,8,10,0,Summer,02:00,10,Night
3846,2011-06-14,2,0,6,3,0,2,1,1,0.58,0.5455,0.53,0.3284,1,1,2,0,Summer,03:00,2,Night
3847,2011-06-14,2,0,6,4,0,2,1,1,0.54,0.5152,0.6,0.2537,0,3,3,0,Summer,04:00,3,Night
3848,2011-06-14,2,0,6,5,0,2,1,1,0.54,0.5152,0.56,0.3284,3,23,26,0,Summer,05:00,26,Night
3849,2011-06-14,2,0,6,6,0,2,1,1,0.54,0.5152,0.56,0.2985,6,107,113,0,Summer,06:00,113,Morning Peak
3850,2011-06-14,2,0,6,7,0,2,1,1,0.56,0.5303,0.52,0.4179,19,346,365,0,Summer,07:00,365,Morning Peak
3851,2011-06-14,2,0,6,8,0,2,1,1,0.58,0.5455,0.49,0.3881,45,441,486,0,Summer,08:00,486,Morning Peak
3852,2011-06-14,2,0,6,9,0,2,1,1,0.62,0.6212,0.46,0.194,19,174,193,0,Summer,09:00,193,Morning Peak
3853,2011-06-14,2,0,6,10,0,2,1,1,0.62,0.6212,0.46,0.2239,33,97,130,0,Summer,10:00,130,Daytime
3854,2011-06-14,2,0,6,11,0,2,1,1,0.64,0.6212,0.41,0.2836,40,103,143,0,Summer,11:00,143,Daytime
3855,2011-06-14,2,0,6,12,0,2,1,1,0.64,0.6212,0.41,0.3582,30,139,169,0,Summer,12:00,169,Daytime
3856,2011-06-14,2,0,6,13,0,2,1,1,0.64,0.6212,0.44,0.2239,33,176,209,0,Summer,13:00,209,Daytime
3857,2011-06-14,2,0,6,14,0,2,1,2,0.64,0.6212,0.47,0.194,41,118,159,0,Summer,14:00,159,Daytime
3858,2011-06-14,2,0,6,15,0,2,1,1,0.64,0.6212,0.47,0.1642,42,136,178,0,Summer,15:00,178,Daytime
3859,2011-06-14,2,0,6,16,0,2,1,1,0.68,0.6364,0.41,0.194,51,279,330,0,Summer,16:00,330,Evening Peak
3860,2011-06-14,2,0,6,17,0,2,1,3,0.64,0.6212,0.5,0.2836,85,484,569,0,Summer,17:00,569,Evening Peak
3861,2011-06-14,2,0,6,18,0,2,1,1,0.62,0.6212,0.51,0.3284,65,473,538,0,Summer,18:00,538,Evening Peak
3862,2011-06-14,2,0,6,19,0,2,1,1,0.64,0.6212,0.5,0.3582,51,335,386,0,Summer,19:00,386,Evening Peak
3863,2011-06-14,2,0,6,20,0,2,1,1,0.6,0.6212,0.56,0.1642,60,237,297,0,Summer,20:00,297,Night
3864,2011-06-14,2,0,6,21,0,2,1,1,0.6,0.6212,0.56,0.2985,37,206,243,0,Summer,21:00,243,Night
3865,2011-06-14,2,0,6,22,0,2,1,1,0.58,0.5455,0.6,0.2239,29,159,188,0,Summer,22:00,188,Night
3866,2011-06-14,2,0,6,23,0,2,1,1,0.56,0.5303,0.68,0.2239,19,91,110,0,Summer,23:00,110,Night
3867,2011-06-15,2,0,6,0,0,3,1,1,0.56,0.5303,0.64,0.3582,8,44,52,0,Summer,00:00,52,Night
3868,2011-06-15,2,0,6,1,0,3,1,1,0.54,0.5152,0.64,0.2836,0,14,14,0,Summer,01:00,14,Night
3869,2011-06-15,2,0,6,2,0,3,1,1,0.52,0.5,0.63,0.2239,0,9,9,0,Summer,02:00,9,Night
3870,2011-06-15,2,0,6,3,0,3,1,1,0.5,0.4848,0.68,0.2537,0,1,1,0,Summer,03:00,1,Night
3871,2011-06-15,2,0,6,4,0,3,1,1,0.5,0.4848,0.63,0.2836,0,4,4,0,Summer,04:00,4,Night
3872,2011-06-15,2,0,6,5,0,3,1,1,0.48,0.4697,0.67,0.2836,1,20,21,0,Summer,05:00,21,Night
3873,2011-06-15,2,0,6,6,0,3,1,1,0.5,0.4848,0.63,0.2537,11,110,121,0,Summer,06:00,121,Morning Peak
3874,2011-06-15,2,0,6,7,0,3,1,1,0.54,0.5152,0.6,0.1343,22,348,370,0,Summer,07:00,370,Morning Peak
3875,2011-06-15,2,0,6,8,0,3,1,1,0.58,0.5455,0.53,0.1343,53,445,498,0,Summer,08:00,498,Morning Peak
3876,2011-06-15,2,0,6,9,0,3,1,1,0.6,0.6212,0.49,0.0,22,185,207,0,Summer,09:00,207,Morning Peak
3877,2011-06-15,2,0,6,10,0,3,1,1,0.64,0.6212,0.47,0.1642,27,108,135,0,Summer,10:00,135,Daytime
3878,2011-06-15,2,0,6,11,0,3,1,1,0.68,0.6364,0.36,0.0,49,115,164,0,Summer,11:00,164,Daytime
3879,2011-06-15,2,0,6,12,0,3,1,1,0.7,0.6364,0.34,0.2239,33,178,211,0,Summer,12:00,211,Daytime
3880,2011-06-15,2,0,6,13,0,3,1,1,0.74,0.6515,0.28,0.2836,43,146,189,0,Summer,13:00,189,Daytime
3881,2011-06-15,2,0,6,14,0,3,1,1,0.74,0.6515,0.28,0.0,50,128,178,0,Summer,14:00,178,Daytime
3882,2011-06-15,2,0,6,15,0,3,1,1,0.76,0.6667,0.27,0.0,33,131,164,0,Summer,15:00,164,Daytime
3883,2011-06-15,2,0,6,16,0,3,1,1,0.76,0.6667,0.27,0.1343,47,265,312,0,Summer,16:00,312,Evening Peak
3884,2011-06-15,2,0,6,17,0,3,1,1,0.74,0.6515,0.28,0.1045,83,555,638,0,Summer,17:00,638,Evening Peak
3885,2011-06-15,2,0,6,18,0,3,1,1,0.72,0.6515,0.32,0.1343,80,527,607,0,Summer,18:00,607,Evening Peak
3886,2011-06-15,2,0,6,19,0,3,1,1,0.7,0.6364,0.37,0.2836,54,362,416,0,Summer,19:00,416,Evening Peak
3887,2011-06-15,2,0,6,20,0,3,1,1,0.66,0.6212,0.44,0.1642,57,273,330,0,Summer,20:00,330,Night
3888,2011-06-15,2,0,6,21,0,3,1,1,0.64,0.6212,0.47,0.2239,48,209,257,0,Summer,21:00,257,Night
3889,2011-06-15,2,0,6,22,0,3,1,1,0.62,0.6212,0.5,0.1045,31,144,175,0,Summer,22:00,175,Night
3890,2011-06-15,2,0,6,23,0,3,1,1,0.62,0.6212,0.53,0.0,17,90,107,0,Summer,23:00,107,Night
3891,2011-06-16,2,0,6,0,0,4,1,1,0.6,0.6212,0.56,0.1045,9,38,47,0,Summer,00:00,47,Night
3892,2011-06-16,2,0,6,1,0,4,1,1,0.58,0.5455,0.6,0.0,4,13,17,0,Summer,01:00,17,Night
3893,2011-06-16,2,0,6,2,0,4,1,1,0.6,0.6212,0.56,0.0896,1,4,5,0,Summer,02:00,5,Night
3894,2011-06-16,2,0,6,3,0,4,1,2,0.56,0.5303,0.73,0.0896,0,4,4,0,Summer,03:00,4,Night
3895,2011-06-16,2,0,6,4,0,4,1,2,0.56,0.5303,0.68,0.1045,0,6,6,0,Summer,04:00,6,Night
3896,2011-06-16,2,0,6,5,0,4,1,1,0.6,0.6061,0.64,0.194,7,18,25,0,Summer,05:00,25,Night
3897,2011-06-16,2,0,6,6,0,4,1,3,0.58,0.5455,0.73,0.1642,8,104,112,0,Summer,06:00,112,Morning Peak
3898,2011-06-16,2,0,6,7,0,4,1,3,0.56,0.5303,0.78,0.1642,16,172,188,0,Summer,07:00,188,Morning Peak
3899,2011-06-16,2,0,6,8,0,4,1,2,0.6,0.5909,0.69,0.1343,24,364,388,0,Summer,08:00,388,Morning Peak
3900,2011-06-16,2,0,6,9,0,4,1,2,0.62,0.6061,0.65,0.194,29,232,261,0,Summer,09:00,261,Morning Peak
3901,2011-06-16,2,0,6,10,0,4,1,2,0.66,0.6212,0.61,0.2537,18,103,121,0,Summer,10:00,121,Daytime
3902,2011-06-16,2,0,6,11,0,4,1,2,0.68,0.6364,0.61,0.2985,33,117,150,0,Summer,11:00,150,Daytime
3903,2011-06-16,2,0,6,12,0,4,1,1,0.72,0.6667,0.54,0.3881,41,165,206,0,Summer,12:00,206,Daytime
3904,2011-06-16,2,0,6,13,0,4,1,2,0.72,0.6667,0.54,0.2537,37,114,151,0,Summer,13:00,151,Daytime
3905,2011-06-16,2,0,6,14,0,4,1,2,0.72,0.6667,0.54,0.3284,39,114,153,0,Summer,14:00,153,Daytime
3906,2011-06-16,2,0,6,15,0,4,1,2,0.7,0.6515,0.61,0.2985,32,127,159,0,Summer,15:00,159,Daytime
3907,2011-06-16,2,0,6,16,0,4,1,3,0.66,0.6212,0.69,0.194,36,258,294,0,Summer,16:00,294,Evening Peak
3908,2011-06-16,2,0,6,17,0,4,1,2,0.64,0.5909,0.78,0.1045,42,230,272,0,Summer,17:00,272,Evening Peak
3909,2011-06-16,2,0,6,18,0,4,1,1,0.64,0.5758,0.83,0.2239,26,299,325,0,Summer,18:00,325,Evening Peak
3910,2011-06-16,2,0,6,19,0,4,1,1,0.62,0.5758,0.83,0.2836,58,269,327,0,Summer,19:00,327,Evening Peak
3911,2011-06-16,2,0,6,20,0,4,1,1,0.62,0.5758,0.83,0.3284,25,176,201,0,Summer,20:00,201,Night
3912,2011-06-16,2,0,6,21,0,4,1,3,0.62,0.5758,0.83,0.2537,34,154,188,0,Summer,21:00,188,Night
3913,2011-06-16,2,0,6,22,0,4,1,3,0.62,0.5758,0.83,0.2537,24,127,151,0,Summer,22:00,151,Night
3914,2011-06-16,2,0,6,23,0,4,1,3,0.6,0.5606,0.83,0.2537,2,14,16,0,Summer,23:00,16,Night
3915,2011-06-17,2,0,6,0,0,5,1,1,0.56,0.5303,0.88,0.0896,3,21,24,0,Summer,00:00,24,Night
3916,2011-06-17,2,0,6,1,0,5,1,1,0.56,0.5303,0.94,0.1343,4,19,23,0,Summer,01:00,23,Night
3917,2011-06-17,2,0,6,2,0,5,1,1,0.56,0.5303,0.94,0.1045,2,11,13,0,Summer,02:00,13,Night
3918,2011-06-17,2,0,6,3,0,5,1,1,0.56,0.5303,0.94,0.1045,1,5,6,0,Summer,03:00,6,Night
3919,2011-06-17,2,0,6,4,0,5,1,1,0.54,0.5152,0.94,0.1343,1,5,6,0,Summer,04:00,6,Night
3920,2011-06-17,2,0,6,5,0,5,1,1,0.54,0.5152,1.0,0.0,1,12,13,0,Summer,05:00,13,Night
3921,2011-06-17,2,0,6,6,0,5,1,1,0.56,0.5303,0.94,0.0,8,89,97,0,Summer,06:00,97,Morning Peak
3922,2011-06-17,2,0,6,7,0,5,1,1,0.6,0.5606,0.83,0.0,25,225,250,0,Summer,07:00,250,Morning Peak
3923,2011-06-17,2,0,6,8,0,5,1,2,0.6,0.5606,0.83,0.0,28,426,454,0,Summer,08:00,454,Morning Peak
3924,2011-06-17,2,0,6,9,0,5,1,1,0.7,0.6515,0.58,0.194,28,196,224,0,Summer,09:00,224,Morning Peak
3925,2011-06-17,2,0,6,10,0,5,1,1,0.7,0.6515,0.58,0.194,44,126,170,0,Summer,10:00,170,Daytime
3926,2011-06-17,2,0,6,11,0,5,1,1,0.68,0.6364,0.69,0.2537,43,138,181,0,Summer,11:00,181,Daytime
3927,2011-06-17,2,0,6,12,0,5,1,1,0.7,0.6515,0.65,0.2537,49,194,243,0,Summer,12:00,243,Daytime
3928,2011-06-17,2,0,6,13,0,5,1,1,0.74,0.6818,0.62,0.2836,48,156,204,0,Summer,13:00,204,Daytime
3929,2011-06-17,2,0,6,14,0,5,1,1,0.76,0.697,0.52,0.194,73,142,215,0,Summer,14:00,215,Daytime
3930,2011-06-17,2,0,6,15,0,5,1,1,0.78,0.697,0.43,0.2239,62,181,243,0,Summer,15:00,243,Daytime
3931,2011-06-17,2,0,6,16,0,5,1,1,0.76,0.6818,0.45,0.1642,69,286,355,0,Summer,16:00,355,Evening Peak
3932,2011-06-17,2,0,6,17,0,5,1,3,0.76,0.6818,0.4,0.194,85,467,552,0,Summer,17:00,552,Evening Peak
3933,2011-06-17,2,0,6,18,0,5,1,3,0.76,0.6818,0.4,0.194,62,388,450,0,Summer,18:00,450,Evening Peak
3934,2011-06-17,2,0,6,19,0,5,1,3,0.64,0.5758,0.83,0.2537,53,275,328,0,Summer,19:00,328,Evening Peak
3935,2011-06-17,2,0,6,20,0,5,1,1,0.64,0.5909,0.78,0.1045,40,192,232,0,Summer,20:00,232,Night
3936,2011-06-17,2,0,6,21,0,5,1,1,0.64,0.5909,0.78,0.0896,49,159,208,0,Summer,21:00,208,Night
3937,2011-06-17,2,0,6,22,0,5,1,1,0.62,0.5606,0.88,0.1343,48,127,175,0,Summer,22:00,175,Night
3938,2011-06-17,2,0,6,23,0,5,1,1,0.62,0.5758,0.83,0.1343,37,141,178,0,Summer,23:00,178,Night
3939,2011-06-18,2,0,6,0,0,6,0,1,0.62,0.5606,0.88,0.1343,21,83,104,1,Summer,00:00,104,Night
3940,2011-06-18,2,0,6,1,0,6,0,1,0.62,0.5758,0.83,0.1045,15,80,95,1,Summer,01:00,95,Night
3941,2011-06-18,2,0,6,2,0,6,0,1,0.6,0.5455,0.88,0.0,16,37,53,1,Summer,02:00,53,Night
3942,2011-06-18,2,0,6,3,0,6,0,1,0.6,0.5455,0.88,0.0896,4,16,20,1,Summer,03:00,20,Night
3943,2011-06-18,2,0,6,4,0,6,0,1,0.6,0.5455,0.88,0.0896,1,4,5,1,Summer,04:00,5,Night
3944,2011-06-18,2,0,6,5,0,6,0,1,0.62,0.5758,0.83,0.0,1,6,7,1,Summer,05:00,7,Night
3945,2011-06-18,2,0,6,6,0,6,0,1,0.62,0.5758,0.83,0.1045,9,18,27,1,Summer,06:00,27,Morning Peak
3946,2011-06-18,2,0,6,7,0,6,0,1,0.64,0.5909,0.78,0.1343,12,45,57,1,Summer,07:00,57,Morning Peak
3947,2011-06-18,2,0,6,8,0,6,0,1,0.66,0.6061,0.78,0.0896,28,103,131,1,Summer,08:00,131,Morning Peak
3948,2011-06-18,2,0,6,9,0,6,0,1,0.7,0.6515,0.61,0.2239,62,156,218,1,Summer,09:00,218,Morning Peak
3949,2011-06-18,2,0,6,10,0,6,0,1,0.72,0.6818,0.62,0.194,68,176,244,1,Summer,10:00,244,Daytime
3950,2011-06-18,2,0,6,11,0,6,0,1,0.72,0.6818,0.62,0.1343,134,270,404,1,Summer,11:00,404,Daytime
3951,2011-06-18,2,0,6,12,0,6,0,1,0.74,0.697,0.66,0.0896,162,258,420,1,Summer,12:00,420,Daytime
3952,2011-06-18,2,0,6,13,0,6,0,1,0.76,0.697,0.55,0.0,135,192,327,1,Summer,13:00,327,Daytime
3953,2011-06-18,2,0,6,14,0,6,0,2,0.8,0.7273,0.46,0.2836,138,196,334,1,Summer,14:00,334,Daytime
3954,2011-06-18,2,0,6,15,0,6,0,2,0.82,0.7576,0.46,0.1343,153,214,367,1,Summer,15:00,367,Daytime
3955,2011-06-18,2,0,6,16,0,6,0,2,0.76,0.697,0.52,0.2239,193,275,468,1,Summer,16:00,468,Evening Peak
3956,2011-06-18,2,0,6,17,0,6,0,2,0.76,0.6818,0.48,0.1642,210,239,449,1,Summer,17:00,449,Evening Peak
3957,2011-06-18,2,0,6,18,0,6,0,2,0.74,0.6818,0.55,0.194,118,263,381,1,Summer,18:00,381,Evening Peak
3958,2011-06-18,2,0,6,19,0,6,0,2,0.74,0.6667,0.51,0.1045,99,227,326,1,Summer,19:00,326,Evening Peak
3959,2011-06-18,2,0,6,20,0,6,0,2,0.72,0.6667,0.58,0.1343,61,127,188,1,Summer,20:00,188,Night
3960,2011-06-18,2,0,6,21,0,6,0,2,0.72,0.6818,0.66,0.1045,58,125,183,1,Summer,21:00,183,Night
3961,2011-06-18,2,0,6,22,0,6,0,2,0.72,0.6818,0.62,0.1343,56,105,161,1,Summer,22:00,161,Night
3962,2011-06-18,2,0,6,23,0,6,0,2,0.72,0.6818,0.62,0.0,53,97,150,1,Summer,23:00,150,Night
3963,2011-06-19,2,0,6,0,0,0,0,1,0.7,0.6515,0.65,0.0,18,71,89,1,Summer,00:00,89,Night
3964,2011-06-19,2,0,6,1,0,0,0,2,0.7,0.6515,0.65,0.0896,17,59,76,1,Summer,01:00,76,Night
3965,2011-06-19,2,0,6,2,0,0,0,1,0.68,0.6364,0.74,0.0896,13,59,72,1,Summer,02:00,72,Night
3966,2011-06-19,2,0,6,3,0,0,0,2,0.66,0.6061,0.78,0.1343,14,16,30,1,Summer,03:00,30,Night
3967,2011-06-19,2,0,6,4,0,0,0,2,0.66,0.6212,0.74,0.1343,7,10,17,1,Summer,04:00,17,Night
3968,2011-06-19,2,0,6,5,0,0,0,2,0.66,0.6061,0.78,0.0,7,12,19,1,Summer,05:00,19,Night
3969,2011-06-19,2,0,6,6,0,0,0,2,0.66,0.6061,0.78,0.1642,11,22,33,1,Summer,06:00,33,Morning Peak
3970,2011-06-19,2,0,6,7,0,0,0,2,0.66,0.6061,0.78,0.1642,35,36,71,1,Summer,07:00,71,Morning Peak
3971,2011-06-19,2,0,6,8,0,0,0,3,0.68,0.6364,0.74,0.1045,25,59,84,1,Summer,08:00,84,Morning Peak
3972,2011-06-19,2,0,6,9,0,0,0,2,0.68,0.6364,0.74,0.1045,58,111,169,1,Summer,09:00,169,Morning Peak
3973,2011-06-19,2,0,6,10,0,0,0,2,0.7,0.6515,0.61,0.1045,86,158,244,1,Summer,10:00,244,Daytime
3974,2011-06-19,2,0,6,11,0,0,0,2,0.72,0.6667,0.58,0.0896,141,236,377,1,Summer,11:00,377,Daytime
3975,2011-06-19,2,0,6,12,0,0,0,2,0.74,0.6818,0.55,0.0896,141,255,396,1,Summer,12:00,396,Daytime
3976,2011-06-19,2,0,6,13,0,0,0,2,0.74,0.6667,0.51,0.0,149,214,363,1,Summer,13:00,363,Daytime
3977,2011-06-19,2,0,6,14,0,0,0,3,0.74,0.6818,0.58,0.1045,124,193,317,1,Summer,14:00,317,Daytime
3978,2011-06-19,2,0,6,15,0,0,0,2,0.74,0.6818,0.55,0.1045,146,216,362,1,Summer,15:00,362,Daytime
3979,2011-06-19,2,0,6,16,0,0,0,2,0.76,0.6818,0.48,0.0,121,257,378,1,Summer,16:00,378,Evening Peak
3980,2011-06-19,2,0,6,17,0,0,0,1,0.74,0.6667,0.51,0.0,159,238,397,1,Summer,17:00,397,Evening Peak
3981,2011-06-19,2,0,6,18,0,0,0,2,0.74,0.6818,0.58,0.0896,78,218,296,1,Summer,18:00,296,Evening Peak
3982,2011-06-19,2,0,6,19,0,0,0,1,0.72,0.6818,0.62,0.1343,94,217,311,1,Summer,19:00,311,Evening Peak
3983,2011-06-19,2,0,6,20,0,0,0,1,0.7,0.6515,0.7,0.194,86,146,232,1,Summer,20:00,232,Night
3984,2011-06-19,2,0,6,21,0,0,0,1,0.68,0.6364,0.79,0.1343,57,110,167,1,Summer,21:00,167,Night
3985,2011-06-19,2,0,6,22,0,0,0,1,0.66,0.6061,0.78,0.2239,38,114,152,1,Summer,22:00,152,Night
3986,2011-06-19,2,0,6,23,0,0,0,1,0.66,0.6061,0.78,0.194,14,78,92,1,Summer,23:00,92,Night
3987,2011-06-20,2,0,6,0,0,1,1,1,0.66,0.6061,0.83,0.1642,7,19,26,0,Summer,00:00,26,Night
3988,2011-06-20,2,0,6,1,0,1,1,1,0.64,0.5758,0.89,0.0896,9,3,12,0,Summer,01:00,12,Night
3989,2011-06-20,2,0,6,2,0,1,1,1,0.64,0.5758,0.89,0.0896,2,0,2,0,Summer,02:00,2,Night
3990,2011-06-20,2,0,6,3,0,1,1,3,0.64,0.5758,0.89,0.0,1,0,1,0,Summer,03:00,1,Night
3991,2011-06-20,2,0,6,4,0,1,1,3,0.62,0.5606,0.88,0.1642,1,2,3,0,Summer,04:00,3,Night
3992,2011-06-20,2,0,6,5,0,1,1,3,0.62,0.5758,0.83,0.1343,0,3,3,0,Summer,05:00,3,Night
3993,2011-06-20,2,0,6,6,0,1,1,3,0.6,0.5758,0.78,0.1343,1,25,26,0,Summer,06:00,26,Morning Peak
3994,2011-06-20,2,0,6,7,0,1,1,3,0.56,0.5303,0.88,0.194,0,46,46,0,Summer,07:00,46,Morning Peak
3995,2011-06-20,2,0,6,8,0,1,1,3,0.56,0.5303,0.83,0.194,12,209,221,0,Summer,08:00,221,Morning Peak
3996,2011-06-20,2,0,6,9,0,1,1,2,0.6,0.5758,0.78,0.2537,19,200,219,0,Summer,09:00,219,Morning Peak
3997,2011-06-20,2,0,6,10,0,1,1,2,0.6,0.5758,0.78,0.2537,33,58,91,0,Summer,10:00,91,Daytime
3998,2011-06-20,2,0,6,11,0,1,1,2,0.6,0.5758,0.78,0.1045,27,67,94,0,Summer,11:00,94,Daytime
3999,2011-06-20,2,0,6,12,0,1,1,2,0.62,0.6061,0.69,0.1045,33,129,162,0,Summer,12:00,162,Daytime
4000,2011-06-20,2,0,6,13,0,1,1,1,0.64,0.6061,0.65,0.1045,50,129,179,0,Summer,13:00,179,Daytime
4001,2011-06-20,2,0,6,14,0,1,1,1,0.66,0.6212,0.61,0.1045,45,130,175,0,Summer,14:00,175,Daytime
4002,2011-06-20,2,0,6,15,0,1,1,1,0.66,0.6212,0.61,0.1343,66,139,205,0,Summer,15:00,205,Daytime
4003,2011-06-20,2,0,6,16,0,1,1,1,0.7,0.6515,0.58,0.1642,61,238,299,0,Summer,16:00,299,Evening Peak
4004,2011-06-20,2,0,6,17,0,1,1,1,0.7,0.6515,0.54,0.0,81,484,565,0,Summer,17:00,565,Evening Peak
4005,2011-06-20,2,0,6,18,0,1,1,1,0.7,0.6515,0.61,0.2537,64,474,538,0,Summer,18:00,538,Evening Peak
4006,2011-06-20,2,0,6,19,0,1,1,1,0.66,0.6212,0.65,0.2239,62,369,431,0,Summer,19:00,431,Evening Peak
4007,2011-06-20,2,0,6,20,0,1,1,1,0.66,0.6212,0.69,0.2239,52,264,316,0,Summer,20:00,316,Night
4008,2011-06-20,2,0,6,21,0,1,1,1,0.64,0.6061,0.73,0.1642,39,167,206,0,Summer,21:00,206,Night
4009,2011-06-20,2,0,6,22,0,1,1,2,0.64,0.6061,0.73,0.2239,24,106,130,0,Summer,22:00,130,Night
4010,2011-06-20,2,0,6,23,0,1,1,1,0.62,0.5909,0.78,0.2537,10,50,60,0,Summer,23:00,60,Night
4011,2011-06-21,3,0,6,0,0,2,1,1,0.62,0.5909,0.78,0.1642,10,23,33,0,Fall,00:00,33,Night
4012,2011-06-21,3,0,6,1,0,2,1,3,0.62,0.5909,0.78,0.1642,2,12,14,0,Fall,01:00,14,Night
4013,2011-06-21,3,0,6,2,0,2,1,3,0.62,0.5758,0.83,0.1642,1,5,6,0,Fall,02:00,6,Night
4014,2011-06-21,3,0,6,3,0,2,1,3,0.62,0.5758,0.83,0.1642,0,2,2,0,Fall,03:00,2,Night
4015,2011-06-21,3,0,6,4,0,2,1,2,0.6,0.5455,0.88,0.1045,2,7,9,0,Fall,04:00,9,Night
4016,2011-06-21,3,0,6,5,0,2,1,2,0.6,0.5455,0.88,0.1343,3,22,25,0,Fall,05:00,25,Night
4017,2011-06-21,3,0,6,6,0,2,1,2,0.6,0.5455,0.88,0.1343,8,107,115,0,Fall,06:00,115,Morning Peak
4018,2011-06-21,3,0,6,7,0,2,1,2,0.6,0.5152,0.94,0.0,21,288,309,0,Fall,07:00,309,Morning Peak
4019,2011-06-21,3,0,6,8,0,2,1,2,0.62,0.5606,0.88,0.1045,33,368,401,0,Fall,08:00,401,Morning Peak
4020,2011-06-21,3,0,6,9,0,2,1,2,0.62,0.5606,0.88,0.2537,32,243,275,0,Fall,09:00,275,Morning Peak
4021,2011-06-21,3,0,6,10,0,2,1,2,0.64,0.5758,0.83,0.194,41,120,161,0,Fall,10:00,161,Daytime
4022,2011-06-21,3,0,6,11,0,2,1,1,0.66,0.6061,0.83,0.1642,52,119,171,0,Fall,11:00,171,Daytime
